merchant_group,merchant_name,cc_type,cc_code
Travel & T&E,Stanley PLC,ACH Debit,61270
Software & SaaS,Marshall-Petersen,Service Fee,63825
Logistics,"Washington, Hardy and Bray",ACH Debit,52848
Utilities,Parsons-Hall,Adjustment,64719
Logistics,Brown-Shaw,ACH Debit,52848
Software & SaaS,"Fisher, Wilson and Brown",Wire Transfer,58667
Office Supplies,Frank-Bradley,POS Purchase,56515
Office Supplies,Diaz Inc,Service Fee,53039
Travel & T&E,Hernandez Inc,Refund,57223
Travel & T&E,"Beard, Peters and Black",Adjustment,69349
Marketing,"Marshall, Dominguez and Welch",Wire Transfer,53358
Utilities,King-Miller,ACH Debit,62403
Travel & T&E,Blackwell LLC,ACH Debit,61270
Logistics,Salazar-Ball,POS Purchase,57164
Marketing,"Choi, Garcia and Farmer",Wire Transfer,67571
Logistics,"Miller, Harrell and Reese",ACH Debit,65054
Software & SaaS,Russell Group,ACH Debit,62403
Professional Services,Gray Group,Refund,69726
Logistics,King-Martinez,ACH Debit,61270
Software & SaaS,"Phillips, Spence and Barrett",Adjustment,69349
Professional Services,"Turner, Schneider and Johnson",Adjustment,69309
Travel & T&E,White Ltd,ACH Debit,54572
Logistics,"Gallegos, Adams and White",Adjustment,61270
Travel & T&E,Martinez-Dudley,Online Payment,53070
Office Supplies,Green-Wright,Adjustment,64719
Logistics,"Lopez, Jacobs and Mason",Wire Transfer,58667
Utilities,Boone-Simmons,Wire Transfer,51423
Utilities,Garner-Thornton,Wire Transfer,53358
Logistics,"Marks, Cook and Aguilar",Recurring Subscription,61029
Professional Services,Brown-Wall,Service Fee,53070
Software & SaaS,"Phillips, Wagner and Jordan",ACH Debit,65054
Logistics,Bell-Lane,ACH Debit,54572
Travel & T&E,Young-Martinez,Wire Transfer,58667
Marketing,"Sanford, Rivera and Garcia",Adjustment,69309
Marketing,"Ramsey, Whitney and Coffey",Refund,57223
Logistics,"Shields, Cochran and Adams",Adjustment,61270
Marketing,"Mckee, Gardner and Davenport",ACH Debit,61270
Logistics,Dickson-Brady,Wire Transfer,53358
Travel & T&E,"Shaw, Nelson and Martin",Adjustment,69349
Travel & T&E,"Wilson, Pena and Rich",Online Payment,53070
Marketing,Bryant Group,Refund,57223
Marketing,Guerrero Inc,Refund,62449
Travel & T&E,Curry Inc,Adjustment,64719
Logistics,Combs Ltd,Service Fee,53070
Logistics,"Harper, Smith and Buchanan",Service Fee,63746
Office Supplies,Novak and Sons,Wire Transfer,67571
Logistics,"Kelley, Nguyen and Vang",Wire Transfer,63825
Logistics,Torres Group,POS Purchase,56515
Software & SaaS,Kelly-Norman,Service Fee,53039
Professional Services,"Fuller, Ingram and Moss",Adjustment,69349
Office Supplies,"Smith, Montoya and Evans",Wire Transfer,53358
Travel & T&E,"Bryan, Smith and Booth",POS Purchase,57164
Professional Services,Gibson-Morris,POS Purchase,56515
Travel & T&E,Strickland-Palmer,Adjustment,69349
Marketing,Richards-Carson,Wire Transfer,63825
Professional Services,Medina-Navarro,Service Fee,63825
Logistics,"Kelley, Nguyen and Vang",Wire Transfer,63825
Software & SaaS,Gomez-Jenkins,Refund,69726
Software & SaaS,Moore-Collins,Wire Transfer,58667
Logistics,Wells Inc,Wire Transfer,62403
Utilities,Morgan-Schwartz,POS Purchase,57164
Professional Services,Navarro-Munoz,Online Payment,59012
Logistics,"Sparks, Jackson and Miller",Refund,62449
Marketing,Bright-Francis,Wire Transfer,53358
Software & SaaS,"Andrews, Higgins and Carter",Adjustment,69309
Utilities,"Winters, Newman and Brown",Wire Transfer,68089
Logistics,"Kelley, Nguyen and Vang",Wire Transfer,63825
Travel & T&E,"Tapia, Vaughn and Lee",ACH Debit,52848
Professional Services,Zhang PLC,Recurring Subscription,61029
Marketing,"Austin, Day and Johnson",Refund,62449
Travel & T&E,Young-Allen,Refund,62449
Logistics,"Huang, Cole and Pacheco",Online Payment,59012
Marketing,Hoover-Campbell,ACH Debit,61270
Utilities,Robinson-Brock,Service Fee,63825
Professional Services,Jones Inc,POS Purchase,57164
Marketing,"Miller, Lucas and Williams",Recurring Subscription,61029
Utilities,Perez-White,ACH Debit,52848
Utilities,Cook and Sons,Wire Transfer,53358
Marketing,Blake and Sons,Online Payment,53070
Logistics,Jimenez Ltd,Online Payment,53070
Office Supplies,Jones Inc,Service Fee,53070
Marketing,Arnold Ltd,ACH Debit,61270
Logistics,"Nelson, Morton and Medina",Wire Transfer,68089
Utilities,Novak PLC,Refund,57223
Marketing,"Hoffman, Baker and Richards",POS Purchase,56515
Software & SaaS,Davis-Lewis,Online Payment,53169
Professional Services,"Ross, Robinson and Bright",POS Purchase,57164
Marketing,"Mckee, Gardner and Davenport",ACH Debit,61270
Software & SaaS,"Lewis, Kennedy and Santana",POS Purchase,57164
Marketing,"Farmer, Dorsey and Bell",Wire Transfer,62403
Marketing,"Hall, Hansen and Barnett",Wire Transfer,58667
Logistics,Donovan-Harris,Online Payment,53169
Utilities,Robinson-Brock,Service Fee,63825
Marketing,"Smith, Garrison and Thomas",Service Fee,68089
Professional Services,"Mccall, Hanson and Alvarado",Wire Transfer,67571
Utilities,Novak PLC,Refund,57223
Logistics,Ford-Spencer,Wire Transfer,62403
Office Supplies,Carlson-Cruz,Wire Transfer,51423
Logistics,"Morris, Thompson and Williams",Wire Transfer,63825
Utilities,Thompson-James,Adjustment,61270
Professional Services,"Simmons, Meadows and Griffin",Online Payment,59012
Marketing,Nolan-Flynn,ACH Debit,62403
Logistics,Kane PLC,Adjustment,61270
Professional Services,Gibson-Morris,POS Purchase,56515
Travel & T&E,James Group,Adjustment,69349
Marketing,"Higgins, Strickland and Martin",Wire Transfer,68089
Utilities,"Mullen, Brewer and Hernandez",Refund,69726
Marketing,"Choi, Garcia and Farmer",Wire Transfer,67571
Professional Services,Chapman and Sons,Adjustment,69349
Logistics,"Lucas, Parker and Alexander",Wire Transfer,68089
Marketing,"Conner, Li and Santiago",Refund,69726
Professional Services,Zhang PLC,Recurring Subscription,61029
Software & SaaS,Moore Group,Adjustment,61270
Utilities,Morgan-Schwartz,POS Purchase,57164
Utilities,"Hale, Myers and Larson",Service Fee,68089
Logistics,Torres-Pope,Service Fee,53070
Office Supplies,"Richardson, Farmer and Andrews",Recurring Subscription,61029
Marketing,"Turner, Ortiz and Taylor",Adjustment,64719
Utilities,Morgan-Schwartz,POS Purchase,57164
Software & SaaS,Christensen PLC,Refund,62449
Utilities,Johnson-Carlson,Wire Transfer,51423
Travel & T&E,"Anderson, Roberts and Gilmore",Adjustment,64719
Utilities,Thompson-James,Adjustment,61270
Office Supplies,Roberts-Sullivan,Service Fee,63825
Software & SaaS,Jackson-Meza,Service Fee,68089
Logistics,Hayes and Sons,ACH Debit,62403
Logistics,"Holmes, Williams and Wright",Service Fee,63746
Software & SaaS,"Fisher, Wilson and Brown",Wire Transfer,58667
Office Supplies,Garcia-Jennings,ACH Debit,65054
Office Supplies,"Walter, Edwards and Rios",Adjustment,64719
Travel & T&E,Blake Group,Wire Transfer,63825
Logistics,"Nelson, Morton and Medina",Wire Transfer,68089
Marketing,Ramirez Group,ACH Debit,62403
Travel & T&E,"Tapia, Vaughn and Lee",ACH Debit,52848
Travel & T&E,Cooper Ltd,Adjustment,69309
Office Supplies,Jones-Hensley,POS Purchase,57164
Software & SaaS,Kelly-Norman,Service Fee,53039
Utilities,Fernandez and Sons,ACH Debit,61270
Professional Services,Brown-Wall,Service Fee,53070
Travel & T&E,Brown Group,Refund,69726
Marketing,"Pollard, Simpson and Johnson",Refund,62449
Marketing,"Hoffman, Baker and Richards",POS Purchase,56515
Marketing,Blake and Sons,Online Payment,53070
Office Supplies,"Richardson, Farmer and Andrews",Recurring Subscription,61029
Professional Services,"Mccall, Hanson and Alvarado",Wire Transfer,67571
Software & SaaS,"Tran, Jordan and Williams",Refund,57223
Utilities,Burgess-Thompson,Adjustment,64719
Marketing,"Conner, Li and Santiago",Refund,69726
Software & SaaS,Duran LLC,Service Fee,68089
Logistics,"Marks, Cook and Aguilar",Recurring Subscription,61029
Marketing,"Osborn, Gaines and Davis",Refund,57223
Marketing,Miller-Wright,ACH Debit,62403
Professional Services,Welch-Hogan,Online Payment,53169
Utilities,Walker Ltd,ACH Debit,52848
Logistics,Davis-Lozano,POS Purchase,56515
Professional Services,"Diaz, Gibbs and Smith",Recurring Subscription,61029
Marketing,Henry Group,POS Purchase,57164
Logistics,"Kelley, Nguyen and Vang",Wire Transfer,63825
Marketing,"Turner, Ortiz and Taylor",Adjustment,64719
Professional Services,Garcia LLC,ACH Debit,61270
Marketing,"Morales, Thomas and Schultz",Wire Transfer,67571
Utilities,Estrada-Nolan,ACH Debit,65054
Logistics,"Reyes, Chase and Jenkins",Recurring Subscription,61029
Software & SaaS,Moore Group,Adjustment,61270
Software & SaaS,"Phillips, Spence and Barrett",Adjustment,69349
Software & SaaS,Figueroa PLC,Service Fee,53039
Office Supplies,"Estrada, Williams and Foster",Wire Transfer,68089
Professional Services,Davis Inc,ACH Debit,61270
Marketing,"Marshall, Dominguez and Welch",Wire Transfer,53358
Marketing,Walsh LLC,Wire Transfer,51423
Logistics,Salazar-Ball,POS Purchase,57164
Office Supplies,Kerr-Evans,ACH Debit,65054
Software & SaaS,"Turner, Riggs and Roman",Refund,69726
Marketing,"Smith, Garrison and Thomas",Service Fee,68089
Marketing,Harrell LLC,ACH Debit,52848
Logistics,Harris-Walters,Refund,69726
Travel & T&E,Li-Thompson,Online Payment,59012
Utilities,Suarez LLC,Service Fee,63746
Office Supplies,Schmitt PLC,ACH Debit,62403
Logistics,"Lloyd, Mckinney and Collins",Service Fee,63746
Travel & T&E,Powell LLC,ACH Debit,61270
Travel & T&E,Reid-Poole,Service Fee,68089
Logistics,Gray-Mayo,ACH Debit,61270
Utilities,Terry-Martinez,Online Payment,59012
Utilities,Gibson Ltd,Service Fee,53070
Office Supplies,Garcia-Lozano,Online Payment,53070
Professional Services,"Lawson, Morris and Ramos",POS Purchase,57164
Utilities,Williams PLC,Service Fee,53039
Logistics,Donovan-Harris,Online Payment,53169
Utilities,Harvey-Allen,Service Fee,68089
Marketing,"Miller, Lucas and Williams",Recurring Subscription,61029
Software & SaaS,"Parker, Ortiz and Powell",POS Purchase,57164
Software & SaaS,"Mcclain, Miller and Henderson",Adjustment,69349
Software & SaaS,Hooper PLC,Adjustment,69309
Travel & T&E,"Guerrero, Peck and Coleman",ACH Debit,54572
Logistics,"Kelley, Nguyen and Vang",Wire Transfer,63825
Utilities,Barnes PLC,Recurring Subscription,61029
Office Supplies,"Hensley, Powell and David",Online Payment,59012
Logistics,Gray-Mayo,ACH Debit,61270
Marketing,Jones Inc,Online Payment,53169
Professional Services,Gilbert-Bullock,Adjustment,64719
Professional Services,Medina-Navarro,Service Fee,63825
Software & SaaS,Bruce-Gonzalez,Refund,62449
Utilities,Baker and Sons,Service Fee,63825
Professional Services,Gregory-Watkins,Wire Transfer,68089
Utilities,"Bentley, Lynch and Henderson",Wire Transfer,51423
Logistics,Coffey-Phillips,POS Purchase,57164
Logistics,"Lucas, Parker and Alexander",Wire Transfer,68089
Logistics,"Lopez, Jacobs and Mason",Wire Transfer,58667
Professional Services,Crosby-Ramirez,Wire Transfer,67571
Travel & T&E,"Ramirez, Strickland and Washington",Wire Transfer,68089
Marketing,"Graham, Olsen and Costa",Wire Transfer,51423
Professional Services,Graham Group,Adjustment,69309
Office Supplies,Good-Hodges,ACH Debit,61270
Professional Services,Hughes-Alvarado,Wire Transfer,63825
Marketing,"Higgins, Strickland and Martin",Wire Transfer,68089
Travel & T&E,"Baker, Mason and White",Refund,62449
Utilities,Thompson-James,Adjustment,61270
Office Supplies,"Hernandez, Martinez and Weber",Adjustment,61270
Marketing,"Smith, Gilmore and Johnston",POS Purchase,56515
Utilities,Baird-Sanchez,Refund,62449
Marketing,"Rodriguez, Brennan and Garrison",ACH Debit,52848
Travel & T&E,Cooper Ltd,Adjustment,69309
Office Supplies,Campbell-Clark,Adjustment,61270
Office Supplies,Valentine-Holland,Wire Transfer,53358
Software & SaaS,"Dyer, Potter and Mack",POS Purchase,57164
Marketing,"Hall, Hansen and Barnett",Wire Transfer,58667
Travel & T&E,Gutierrez-Lopez,Online Payment,53070
Logistics,Sandoval-Cunningham,Wire Transfer,58667
Office Supplies,Stewart Ltd,Adjustment,69309
Travel & T&E,Pollard and Sons,Recurring Subscription,61029
Travel & T&E,Monroe-Carpenter,Service Fee,63825
Professional Services,"Alvarez, Joseph and West",Adjustment,69309
Utilities,"Martin, Rose and Obrien",Wire Transfer,63825
Marketing,"Williams, Johnson and Wright",Service Fee,53039
Logistics,Gonzalez Group,Service Fee,63825
Logistics,Harper and Sons,ACH Debit,62403
Software & SaaS,Johnson-Doyle,ACH Debit,54572
Office Supplies,"Wood, Ramos and Sampson",Wire Transfer,68089
Software & SaaS,Hooper PLC,Adjustment,69309
Software & SaaS,Hooper PLC,Adjustment,69309
Utilities,Rodriguez-Johnson,Adjustment,61270
Logistics,Salazar-Ball,POS Purchase,57164
Logistics,"Shields, Cochran and Adams",Adjustment,61270
Utilities,"Hartman, Romero and Smith",ACH Debit,54572
Logistics,Kane PLC,Adjustment,61270
Marketing,"Diaz, Anderson and Browning",Recurring Subscription,61029
Professional Services,"Suarez, Shields and Hill",Service Fee,63825
Marketing,Lyons-Bender,Service Fee,63746
Utilities,Morgan-Schwartz,POS Purchase,57164
Software & SaaS,"Cole, Glass and Cunningham",ACH Debit,52848
Logistics,Kane PLC,Adjustment,61270
Logistics,Torres Group,POS Purchase,56515
Software & SaaS,"Guzman, Hoffman and Baldwin",Wire Transfer,68089
Professional Services,Lee-Davis,Recurring Subscription,61029
Utilities,Lopez-Martinez,Wire Transfer,53358
Logistics,Walker-Jones,Adjustment,61270
Software & SaaS,Rowe Group,Online Payment,53070
Travel & T&E,"Joyce, Wilson and Lam",Service Fee,53039
Logistics,Spencer-Garcia,Wire Transfer,63825
Marketing,Harvey PLC,Refund,69726
Marketing,"Becker, Taylor and Davis",Online Payment,59012
Travel & T&E,Walker-Flores,Refund,69726
Professional Services,Buchanan LLC,POS Purchase,57164
Software & SaaS,Scott Ltd,Service Fee,68089
Professional Services,"Fuller, Ingram and Moss",Adjustment,69349
Logistics,Gray-Mayo,ACH Debit,61270
Marketing,"Smith, Garrison and Thomas",Service Fee,68089
Travel & T&E,White Ltd,ACH Debit,54572
Utilities,Castaneda-Ashley,Wire Transfer,62403
Logistics,"Nelson, Morton and Medina",Wire Transfer,68089
Logistics,Brown-Shaw,ACH Debit,52848
Office Supplies,Roberts-Sullivan,Service Fee,63825
Office Supplies,Mendez and Sons,Service Fee,63746
Professional Services,Lee-Davis,Recurring Subscription,61029
Travel & T&E,"Adams, Christian and Rivas",Refund,62449
Software & SaaS,Spencer-Lee,Online Payment,53070
Marketing,Cook-Hines,Service Fee,68089
Office Supplies,Mcdaniel Group,POS Purchase,57164
Travel & T&E,Hernandez Ltd,ACH Debit,65054
Marketing,Arnold Ltd,ACH Debit,61270
Logistics,Davis-Lozano,POS Purchase,56515
Logistics,Tran Inc,Service Fee,53070
Professional Services,Marshall-Elliott,ACH Debit,52848
Office Supplies,"Ramos, Nelson and Fischer",Wire Transfer,53358
Office Supplies,"Wood, Hunter and Peterson",Wire Transfer,51423
Logistics,"Lloyd, Mckinney and Collins",Service Fee,63746
Utilities,Graham Group,Refund,57223
Utilities,Wolf-Harris,Refund,62449
Software & SaaS,Rowe Group,Online Payment,53070
Utilities,Ruiz Ltd,Online Payment,53169
Utilities,Perez Inc,Adjustment,61270
Professional Services,"Simmons, Meadows and Griffin",Online Payment,59012
Travel & T&E,"Valentine, Joyce and Murray",Wire Transfer,51423
Office Supplies,Davis PLC,Adjustment,61270
Marketing,Williams-Cook,ACH Debit,62403
Utilities,Castaneda-Ashley,Wire Transfer,62403
Logistics,"Lloyd, Mckinney and Collins",Service Fee,63746
Software & SaaS,Rodriguez LLC,Adjustment,69309
Professional Services,Jones-Fox,Adjustment,69349
Travel & T&E,"Harris, Collins and Carney",Adjustment,64719
Utilities,Smith PLC,POS Purchase,56515
Utilities,Robertson-Hays,Wire Transfer,51423
Travel & T&E,Cooper Ltd,Adjustment,69309
Marketing,Reed Inc,ACH Debit,61270
Office Supplies,"Burns, Hernandez and Ryan",Online Payment,53169
Marketing,Hoover-Campbell,ACH Debit,61270
Software & SaaS,Davis and Sons,ACH Debit,62403
Logistics,Coffey-Phillips,POS Purchase,57164
Professional Services,Frazier Inc,Refund,57223
Logistics,Dickson-Brady,Wire Transfer,53358
Software & SaaS,Davis-Lewis,Online Payment,53169
Professional Services,Taylor and Sons,Online Payment,53169
Professional Services,Gregory-Watkins,Wire Transfer,68089
Software & SaaS,Johnson-Doyle,ACH Debit,54572
Utilities,"Hale, Myers and Larson",Service Fee,68089
Utilities,Fernandez and Sons,ACH Debit,61270
Office Supplies,Erickson and Sons,Adjustment,61270
Utilities,Jones-Lin,Service Fee,63746
Utilities,"Robinson, Jones and Welch",Service Fee,53070
Office Supplies,Nolan and Sons,ACH Debit,54572
Office Supplies,"Burns, Hernandez and Ryan",Online Payment,53169
Professional Services,Welch-Hogan,Online Payment,53169
Utilities,Boone-Simmons,Wire Transfer,51423
Professional Services,Jones Inc,POS Purchase,57164
Software & SaaS,Kelly-Norman,Service Fee,53039
Logistics,Boone LLC,Service Fee,63746
Professional Services,Gregory-Watkins,Wire Transfer,68089
Logistics,Sheppard LLC,Refund,69726
Marketing,"Turner, Ortiz and Taylor",Adjustment,64719
Marketing,Morrison Ltd,Service Fee,63825
Travel & T&E,Carlson-Smith,Refund,69726
Software & SaaS,Smith-Bowen,Online Payment,59012
Marketing,"Austin, Day and Johnson",Refund,62449
Marketing,Guerrero Inc,Refund,62449
Marketing,Jones Inc,Online Payment,53169
Marketing,Arnold Ltd,ACH Debit,61270
Utilities,"Harrison, Johnson and Roberts",Wire Transfer,62403
Logistics,Gutierrez Group,Adjustment,69309
Software & SaaS,Hooper PLC,Adjustment,69309
Logistics,"Reid, Ferguson and Sanchez",ACH Debit,54572
Software & SaaS,"Arroyo, Miller and Tucker",Adjustment,69349
Travel & T&E,"Baker, Mason and White",Refund,62449
Marketing,"Hoffman, Baker and Richards",POS Purchase,56515
Office Supplies,"Smith, Montoya and Evans",Wire Transfer,53358
Marketing,Berry-Mckinney,Wire Transfer,62403
Professional Services,"Mccall, Hanson and Alvarado",Wire Transfer,67571
Software & SaaS,Bowen Group,Service Fee,63825
Software & SaaS,Smith-Bowen,Online Payment,59012
Software & SaaS,"Brennan, Wallace and Benson",Refund,69726
Professional Services,Marshall-Elliott,ACH Debit,52848
Professional Services,Ross LLC,Online Payment,53070
Logistics,Davis-Lozano,POS Purchase,56515
Marketing,"Bentley, Byrd and Orr",Refund,69726
Office Supplies,Holt-Torres,ACH Debit,62403
Marketing,Ramirez Group,ACH Debit,62403
Travel & T&E,"Branch, Torres and Oliver",Adjustment,61270
Professional Services,Taylor and Sons,Online Payment,53169
Office Supplies,Davis and Sons,Refund,57223
Software & SaaS,Harrison-Alexander,ACH Debit,62403
Travel & T&E,Stein-Silva,POS Purchase,57164
Software & SaaS,Garcia-James,ACH Debit,65054
Software & SaaS,Christensen PLC,Refund,62449
Logistics,"Harper, Smith and Buchanan",Service Fee,63746
Office Supplies,"Brown, Valdez and Lucas",Wire Transfer,67571
Marketing,Hoover-Campbell,ACH Debit,61270
Software & SaaS,Davis and Sons,ACH Debit,62403
Marketing,Harvey PLC,Refund,69726
Office Supplies,Perry-Davis,Wire Transfer,62403
Marketing,"Diaz, Anderson and Browning",Recurring Subscription,61029
Marketing,"Ferrell, Rice and Maddox",Refund,57223
Logistics,Davis PLC,ACH Debit,61270
Travel & T&E,Bruce-Villegas,Service Fee,63746
Utilities,Harvey-Allen,Service Fee,68089
Professional Services,Morales-Jones,Adjustment,69349
Professional Services,"Turner, Schneider and Johnson",Adjustment,69309
Utilities,"Kim, Gonzales and Mills",Wire Transfer,68089
Travel & T&E,"Baker, Mason and White",Refund,62449
Marketing,"Higgins, Strickland and Martin",Wire Transfer,68089
Professional Services,Gilbert-Bullock,Adjustment,64719
Travel & T&E,"Bryan, Smith and Booth",POS Purchase,57164
Office Supplies,Jones Inc,Service Fee,53070
Marketing,Bryant Group,Refund,57223
Marketing,"Hall, Hansen and Barnett",Wire Transfer,58667
Marketing,Guerrero Inc,Refund,62449
Travel & T&E,"Ramirez, Strickland and Washington",Wire Transfer,68089
Office Supplies,"Beltran, Lozano and Mcgee",ACH Debit,52848
Software & SaaS,"Arroyo, Miller and Tucker",Adjustment,69349
Travel & T&E,Hernandez Ltd,ACH Debit,65054
Software & SaaS,Ware and Sons,Adjustment,69349
Travel & T&E,Blake Group,Wire Transfer,63825
Logistics,Jones-Soto,Wire Transfer,58667
Logistics,"Nelson, Morton and Medina",Wire Transfer,68089
Utilities,Peterson-Beard,Online Payment,59012
Professional Services,Marshall-Elliott,ACH Debit,52848
Professional Services,Crosby-Ramirez,Wire Transfer,67571
Professional Services,Galloway-Wyatt,Adjustment,69349
Travel & T&E,Gonzales-Harrison,Adjustment,69309
Software & SaaS,"Sanchez, Wheeler and Harvey",Online Payment,53070
Marketing,Hoover-Campbell,ACH Debit,61270
Marketing,"Rodriguez, Brennan and Garrison",ACH Debit,52848
Travel & T&E,Hancock Inc,Wire Transfer,67571
Marketing,"Austin, Day and Johnson",Refund,62449
Travel & T&E,"Barnett, Rogers and Snyder",Wire Transfer,53358
Office Supplies,Roberts-Sullivan,Service Fee,63825
Software & SaaS,Jackson-Meza,Service Fee,68089
Utilities,"Kim, Gonzales and Mills",Wire Transfer,68089
Logistics,"Reyes, Chase and Jenkins",Recurring Subscription,61029
Professional Services,"Simmons, Meadows and Griffin",Online Payment,59012
Professional Services,Anderson-Bell,POS Purchase,57164
Professional Services,"Diaz, Gibbs and Smith",Recurring Subscription,61029
Professional Services,"Stanley, Tucker and Lee",Wire Transfer,68089
Software & SaaS,Manning Group,Wire Transfer,51423
Logistics,Jones PLC,Service Fee,53039
Logistics,"Lamb, Martin and Kim",Wire Transfer,53358
Logistics,Brown-Shaw,ACH Debit,52848
Travel & T&E,Brown Group,Refund,69726
Office Supplies,Roberts-Sullivan,Service Fee,63825
Travel & T&E,Collins Group,Service Fee,63746
Professional Services,"Watson, Anderson and Brown",Online Payment,53070
Marketing,"Turner, Ortiz and Taylor",Adjustment,64719
Office Supplies,"Wood, Hunter and Peterson",Wire Transfer,51423
Professional Services,"Fuller, Ingram and Moss",Adjustment,69349
Utilities,"Hartman, Romero and Smith",ACH Debit,54572
Utilities,"Gardner, Robinson and Lawrence",ACH Debit,54572
Marketing,"Sanford, Rivera and Garcia",Adjustment,69309
Logistics,Bean LLC,Refund,69726
Office Supplies,Garcia-Lozano,Online Payment,53070
Logistics,Henderson-Bernard,Wire Transfer,53358
Office Supplies,"West, Henderson and Ramirez",Service Fee,68089
Utilities,"Watts, Robinson and Nguyen",Refund,62449
Software & SaaS,"Mcclain, Miller and Henderson",Adjustment,69349
Office Supplies,Good-Hodges,ACH Debit,61270
Software & SaaS,Bruce-Gonzalez,Refund,62449
Utilities,White-Lewis,Refund,69726
Office Supplies,"Burns, Hernandez and Ryan",Online Payment,53169
Utilities,Garner-Thornton,Wire Transfer,53358
Software & SaaS,"Butler, Beck and Miller",Adjustment,69309
Logistics,Allen-Allen,Wire Transfer,62403
Software & SaaS,"Mitchell, Nelson and Flores",Refund,62449
Logistics,Dickson-Brady,Wire Transfer,53358
Logistics,"Gallegos, Adams and White",Adjustment,61270
Logistics,Boone LLC,Service Fee,63746
Office Supplies,"Taylor, Wright and Davidson",Adjustment,69309
Professional Services,Davis Inc,ACH Debit,61270
Travel & T&E,Curry Inc,Adjustment,64719
Marketing,Hancock and Sons,ACH Debit,65054
Logistics,King-Martinez,ACH Debit,61270
Logistics,Spencer-Garcia,Wire Transfer,63825
Travel & T&E,Reid Group,Adjustment,69349
Logistics,Cox LLC,ACH Debit,54572
Travel & T&E,Martinez-Dudley,Online Payment,53070
Logistics,Henderson-Bernard,Wire Transfer,53358
Logistics,Donovan-Harris,Online Payment,53169
Office Supplies,Campbell-Clark,Adjustment,61270
Logistics,Gonzalez Group,Service Fee,63825
Logistics,"Lucas, Parker and Alexander",Wire Transfer,68089
Utilities,Jones-Lin,Service Fee,63746
Marketing,Cortez LLC,ACH Debit,54572
Marketing,Walsh LLC,Wire Transfer,51423
Professional Services,Lee-Davis,Recurring Subscription,61029
Professional Services,"Garcia, Humphrey and Baker",Recurring Subscription,61029
Software & SaaS,Davis-Lewis,Online Payment,53169
Software & SaaS,Collier-Gillespie,Refund,57223
Office Supplies,Brennan-Johnson,Online Payment,53070
Utilities,Ortiz-Morgan,Adjustment,64719
Marketing,"Hoffman, Baker and Richards",POS Purchase,56515
Logistics,Cox LLC,ACH Debit,54572
Marketing,"Farmer, Dorsey and Bell",Wire Transfer,62403
Utilities,"Bentley, Lynch and Henderson",Wire Transfer,51423
Professional Services,Hughes-Alvarado,Wire Transfer,63825
Professional Services,Warner-Gibson,Service Fee,63746
Travel & T&E,Reid Group,Adjustment,69349
Professional Services,Hughes-Alvarado,Wire Transfer,63825
Travel & T&E,"Baker, Mason and White",Refund,62449
Marketing,Bryant Group,Refund,57223
Software & SaaS,Davis-Lewis,Online Payment,53169
Software & SaaS,"Dyer, Potter and Mack",POS Purchase,57164
Professional Services,"Mccall, Hanson and Alvarado",Wire Transfer,67571
Marketing,"Brooks, Lam and Hayes",POS Purchase,57164
Utilities,"Patterson, Smith and Jones",Wire Transfer,51423
Professional Services,Davis Inc,ACH Debit,61270
Software & SaaS,Schmidt PLC,Recurring Subscription,61029
Utilities,Ruiz Ltd,Online Payment,53169
Office Supplies,Williams-Hughes,Wire Transfer,53358
Software & SaaS,Hooper PLC,Adjustment,69309
Software & SaaS,Jackson-Lawson,Service Fee,63746
Software & SaaS,Morton-Chase,Service Fee,53070
Software & SaaS,Davis-Lewis,Online Payment,53169
Utilities,"Avery, Horton and Fernandez",Service Fee,63825
Software & SaaS,White-Estes,Service Fee,68089
Logistics,Walker LLC,Wire Transfer,53358
Office Supplies,Stafford Inc,Online Payment,53070
Utilities,Burgess-Thompson,Adjustment,64719
Travel & T&E,Rodriguez-Graham,Wire Transfer,63825
Software & SaaS,Strickland-Shaw,Adjustment,64719
Marketing,Walsh LLC,Wire Transfer,51423
Marketing,"Smith, Gilmore and Johnston",POS Purchase,56515
Travel & T&E,Johnston-Hines,Service Fee,53039
Travel & T&E,"Branch, Torres and Oliver",Adjustment,61270
Software & SaaS,"Yates, Ramsey and Pittman",Refund,62449
Logistics,"Lucas, Parker and Alexander",Wire Transfer,68089
Travel & T&E,Bass PLC,Service Fee,63746
Software & SaaS,"Mitchell, Nelson and Flores",Refund,62449
Travel & T&E,Strickland-Palmer,Adjustment,69349
Utilities,Harvey-Allen,Service Fee,68089
Marketing,Jones Inc,Online Payment,53169
Marketing,"James, Stewart and Higgins",Adjustment,69349
Office Supplies,Brennan-Johnson,Online Payment,53070
Logistics,Sanders-Espinoza,Wire Transfer,51423
Utilities,Cook and Sons,Wire Transfer,53358
Travel & T&E,Stein-Silva,POS Purchase,57164
Professional Services,"Fuller, Ingram and Moss",Adjustment,69349
Utilities,Terry-Martinez,Online Payment,59012
Utilities,"Ferrell, Jones and Lewis",Online Payment,59012
Software & SaaS,"Mcclain, Miller and Henderson",Adjustment,69349
Professional Services,Brown-Wall,Service Fee,53070
Marketing,"Mcdaniel, Bentley and Mclaughlin",Adjustment,64719
Marketing,"Hall, Hansen and Barnett",Wire Transfer,58667
Logistics,Gonzalez Group,Service Fee,63825
Software & SaaS,"Phillips, Wagner and Jordan",ACH Debit,65054
Software & SaaS,Moore Group,Adjustment,61270
Marketing,Harvey PLC,Refund,69726
